Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (pixels)	Cell Density (per megapixel)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Category Region ID	Distance from Tissue Category Edge (pixels)	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	"Nucleus DAPI (DAPI) Min (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Mean (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Max (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus DAPI (DAPI) Total (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Min (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Max (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD4 (Opal 520) Total (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Min (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Max (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD20 (Opal 540) Total (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Min (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Max (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD8 (Opal 570) Total (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Min (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Mean (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Max (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus FoxP3 (Opal 620) Total (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Min (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Mean (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Max (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus CD68 (Opal 650) Total (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Min (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Mean (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Max (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Std Dev (Normalized Counts, Total Weighting)"	"Nucleus PanCK (Opal 690) Total (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Min (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Max (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Std Dev (Normalized Counts, Total Weighting)"	"Nucleus Autofluorescence Total (Normalized Counts, Total Weighting)"	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.6781.17769
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[5538,49416].im3"	All	Treg	all	116	2628288	44.14							11720	0.96%					0.664	7.243	19.731	2.477	84883.175	0	2.668	32.234	1.626	31264.223	0	1.341	30.429	2.487	15712.888	0	0.038	1.619	0.045	441.975	0	4.903	43.088	6.518	57465.18	0	0.167	15.702	0.418	1961.741	0	1.196	16.822	2.084	14012.105	1.431	8.685	20.23	1.834	101783.474		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[5538,49416].im3"	All	All	all	3679	2628288	1399.8							636561	50.43%					0	4.361	27.27	2.266	2776083.878	0	0.244	32.234	0.888	155602.103	0	0.351	49.798	2.352	223334.671	0	0.025	1.858	0.038	15967.511	0	0.144	43.088	1.442	91778.175	0	0.058	18.467	0.408	36740.846	0	7.886	47.78	6.351	5019752.694	0	6.29	22.546	1.595	4004194.642		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama	CD20	all	139	1792832	77.53							13140	0.73%					0	6.045	19.41	2.208	79434.317	0	1.207	19.404	1.252	15859.457	0	9.817	45.347	6.073	128991.679	0	0.011	2.043	0.057	147.018	0	0.046	2.226	0.065	605.826	0	0.064	6.413	0.226	837.278	0	0.157	2.868	0.262	2056.59	2.061	9.164	25.416	2.13	120417.628		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama	CD4	all	38	1792832	21.2							3253	0.18%					0.339	7.092	16.486	1.949	23069.56	0.272	6.768	22.426	2.195	22016.198	0	1.289	22.206	1.865	4192.26	0	0.07	1.156	0.081	226.969	0	0.121	5.969	0.26	394.834	0	0.105	4.707	0.203	340.69	0	0.213	2.073	0.26	693.509	1.791	9.207	22.303	2.025	29950.594		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama	CD68	all	2	1792832	1.1							235	0.01%					0.978	3.5	6.951	1.623	822.612	0	1.054	3.681	0.282	247.574	0	0	0.022	0.001	0.038	0	0	0	0	0	0.099	1.392	3.78	0.477	327.173	2.376	15.161	40.296	4.548	3562.862	0.508	3.722	9.549	1.38	874.671	3.75	7.596	11.119	2.347	1785.149		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama	CD8	all	2	1792832	1.1							214	0.01%					1.643	7.807	13.371	1.806	1670.656	0	0.997	6.543	0.99	213.407	0	0.077	1.759	0.044	16.439	0	0.318	1.378	0.204	68.046	0	0.044	0.525	0.041	9.392	0	0.248	2.997	0.266	53.108	0	0.179	1.252	0.119	38.358	1.834	8.559	13.21	1.168	1831.661		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama	FoxP3	all	36	1792832	20.1							3744	0.21%					0.154	5.786	19.092	2.678	21664.403	0	0.552	12.202	0.612	2066.321	0	0.131	8.406	0.307	488.75	0	0.028	0.935	0.033	106.487	0	1.593	32.382	2.131	5965.709	0	0.024	2.876	0.061	88.886	0	0.229	4.295	0.245	859.037	0.85	7.309	17.001	1.506	27365.992		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama	others	all	1678	1792832	935.95							195069	10.88%					0	4.917	22.455	2.439	959071.947	0	0.188	19.339	0.424	36759.853	0	0.252	24.683	0.894	49128.719	0	0.026	1.385	0.045	5031.997	0	0.031	3.132	0.074	6034.906	0	0.092	16.885	0.302	17999.684	0	0.308	35.573	0.675	60149.068	0	6.234	20.644	1.423	1216057.66		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama	Treg	all	182	1792832	101.5							16857	0.94%					0.441	7.054	20.321	2.658	118908.254	0	2.768	22.603	2.103	46652.345	0	1.501	33.625	2.252	25306.494	0	0.031	0.933	0.039	524.593	0	2.032	33.556	4.02	34259.867	0	0.159	12.501	0.713	2687.183	0	0.425	7.307	0.506	7171.223	0	8.095	18.629	1.735	136464.132		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama	All	all	2090	1792832	1165.8							232972	12.99%					0	5.178	22.455	2.508	1206370.512	0	0.533	22.603	1.402	124222.734	0	0.894	45.347	3.154	208173.659	0	0.026	2.043	0.048	6125.844	0	0.204	33.556	1.325	47602.489	0	0.11	40.296	0.533	25574.69	0	0.311	35.573	0.694	72517.226	0	6.596	25.416	1.763	1536692.823		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Tumor	CD20	all	0	671744	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Tumor	CD4	all	0	671744	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Tumor	CD68	all	0	671744	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Tumor	CD8	all	0	671744	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Tumor	FoxP3	all	0	671744	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Tumor	others	all	1092	671744	1625.6							274875	40.92%					0	4.328	26.422	1.714	1189651.561	0	0.137	9.002	0.194	37605.525	0	0.05	22.921	0.256	13754.998	0	0.019	1.432	0.017	5189.23	0	0.021	7.005	0.048	5677.113	0	0.045	19.245	0.354	12489.168	0	12.247	53.593	5.809	3366499.947	1.153	6.342	18.349	1.075	1743247.061		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Tumor	Treg	all	8	671744	12							929	0.14%					0.786	5.758	17.903	3.059	5349.234	0	1.772	15.956	1.32	1645.803	0	1.341	22.435	6.667	1246.18	0	0.014	1.452	0.04	12.703	0	9.31	34.76	8.337	8649.448	0	0.27	3.862	0.553	250.662	0	6.23	17.984	5.676	5787.85	1.338	7.317	19.436	2.663	6797.729		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Tumor	All	all	1123	671744	1671.8							276931	41.23%					0	4.33	26.422	1.739	1199230.273	0	0.142	15.956	0.265	39444.565	0	0.054	22.921	0.654	15060.143	0	0.019	1.452	0.017	5226.382	0	0.052	34.76	0.799	14339.692	0	0.046	19.245	0.353	12775.197	0	12.241	53.593	5.884	3390033.497	1.153	6.345	19.436	1.108	1757081.143		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Empty	CD20	all	0	162176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Empty	CD4	all	0	162176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Empty	CD68	all	0	162176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Empty	CD8	all	0	162176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Empty	FoxP3	all	0	162176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Empty	others	all	0	162176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Empty	Treg	all	0	162176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Empty	All	all	0	162176	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama2	CD20	all	8	1536	5200							863	56.18%					0	6.982	15.329	1.954	6025.461	0	6.908	21.716	3.031	5961.457	1.825	14.599	41.594	6.211	12599.095	0	0	0.165	0.001	0.258	0	0.095	1.378	0.067	81.712	0	0.073	1.353	0.074	63.192	0	0.152	1.291	0.113	131.189	5.809	11.735	21.334	1.475	10127.164		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama2	CD4	all	2	1536	1300							97	6.32%					1.818	6.172	12.197	0.888	598.721	6.255	11.604	21.869	2.69	1125.58	2.741	11.963	25.77	9.222	1160.45	0	0	0	0	0	0	0.137	2.143	0.081	13.329	0	0.018	0.43	0.051	1.773	0	0.046	0.746	0.118	4.501	7.684	12.376	16.147	0.733	1200.435		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama2	CD68	all	0	1536	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama2	CD8	all	0	1536	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama2	FoxP3	all	0	1536	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama2	others	all	0	1536	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama2	Treg	all	0	1536	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	Strama2	All	all	10	1536	6510							960	62.50%					0	6.9	15.329	1.824	6624.182	0	7.382	21.869	3.195	7087.038	1.825	14.333	41.594	6.34	13759.545	0	0	0.165	0.001	0.258	0	0.099	2.143	0.065	95.042	0	0.068	1.353	0.068	64.965	0	0.141	1.291	0.108	135.69	5.809	11.8	21.334	1.329	11327.599		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	All	CD20	all	147	2628288	55.93							14003	0.78%					0	6.103	19.41	2.203	85459.778	0	1.558	21.716	1.873	21820.914	0	10.111	45.347	6.122	141590.774	0	0.011	2.043	0.055	147.276	0	0.049	2.226	0.066	687.539	0	0.064	6.413	0.221	900.471	0	0.156	2.868	0.256	2187.778	2.061	9.323	25.416	2.174	130544.792		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	All	CD4	all	40	2628288	15.2							3350	0.19%					0.339	7.065	16.486	1.915	23668.281	0.272	6.908	22.426	2.324	23141.778	0	1.598	25.77	4.053	5352.71	0	0.068	1.156	0.08	226.969	0	0.122	5.969	0.254	408.164	0	0.102	4.707	0.198	342.463	0	0.208	2.073	0.256	698.01	1.791	9.299	22.303	2.096	31151.029		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	All	CD68	all	2	2628288	0.76							235	0.01%					0.978	3.5	6.951	1.623	822.612	0	1.054	3.681	0.282	247.574	0	0	0.022	0.001	0.038	0	0	0	0	0	0.099	1.392	3.78	0.477	327.173	2.376	15.161	40.296	4.548	3562.862	0.508	3.722	9.549	1.38	874.671	3.75	7.596	11.119	2.347	1785.149		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	All	CD8	all	2	2628288	0.76							214	0.01%					1.643	7.807	13.371	1.806	1670.656	0	0.997	6.543	0.99	213.407	0	0.077	1.759	0.044	16.439	0	0.318	1.378	0.204	68.046	0	0.044	0.525	0.041	9.392	0	0.248	2.997	0.266	53.108	0	0.179	1.252	0.119	38.358	1.834	8.559	13.21	1.168	1831.661		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	All	FoxP3	all	36	2628288	13.7							3744	0.21%					0.154	5.786	19.092	2.678	21664.403	0	0.552	12.202	0.612	2066.321	0	0.131	8.406	0.307	488.75	0	0.028	0.935	0.033	106.487	0	1.593	32.382	2.131	5965.709	0	0.024	2.876	0.061	88.886	0	0.229	4.295	0.245	859.037	0.85	7.309	17.001	1.506	27365.992		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	All	others	all	2770	2628288	1053.9							469944	69.96%					0	4.572	26.422	2.224	2148723.508	0	0.158	19.339	0.353	74365.378	0	0.134	24.683	0.724	62883.717	0	0.022	1.432	0.037	10221.227	0	0.025	7.005	0.065	11712.019	0	0.065	19.245	0.324	30488.853	0	7.292	53.593	6.827	3426649.015	0	6.297	20.644	1.298	2959304.721		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	All	Treg	all	190	2628288	72.29							17786	0.99%					0.441	6.986	20.321	2.674	124257.487	0	2.716	22.603	2.079	48298.148	0	1.493	33.625	2.582	26552.673	0	0.03	1.452	0.039	537.296	0	2.413	34.76	4.308	42909.314	0	0.165	12.501	0.707	2937.845	0	0.729	17.984	1.6	12959.072	0	8.055	19.436	1.774	143261.861		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-15315\Scan1\MSI	"14-15315_[6068,49027].im3"	All	All	all	3223	2628288	1226.3							510863	76.05%					0	4.722	26.422	2.333	2412224.966	0	0.334	22.603	1.235	170754.337	0	0.464	45.347	2.747	236993.347	0	0.022	2.043	0.041	11352.484	0	0.121	34.76	1.169	62037.222	0	0.075	40.296	0.478	38414.853	0	6.778	53.593	6.621	3462686.413	0	6.47	25.416	1.608	3305101.565		14-15315	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Strama	CD20	all	252	1049088	240.2							19444	1.85%					0	5.963	21.218	2.237	115953.604	0	2.225	30.815	2.252	43256.617	0	12.555	52.949	7.738	244123.333	0	0.015	3.451	0.092	289.995	0	0.056	4.109	0.138	1087.62	0	0.118	19.566	0.45	2301.717	0	0.652	8.233	0.788	12676.856	0	10.723	28.568	2.959	208500.273		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Strama	CD4	all	185	1049088	176.3							15158	1.44%					0	6.923	18.152	1.937	104935.211	0.994	10.82	41.525	3.998	164006.021	0	2.89	40.348	3.47	43809.103	0	0.09	4.35	0.112	1371.483	0	0.091	9.138	0.275	1373.155	0	0.214	23.436	0.744	3242.355	0	0.627	9.892	0.678	9510.65	0	11.296	28.06	2.583	171218.403		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Strama	CD68	all	0	1049088	0							0	0.00%					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Strama	CD8	all	2	1049088	1.9							54	0.01%					0.498	5.633	11.98	2.836	304.195	0	0.245	0.945	0.04	13.225	0	0.391	1.38	0.066	21.128	0.32	1.276	3.429	0.051	68.913	0	0.113	0.548	0.061	6.107	0	0.015	0.485	0.019	0.818	0.403	1.192	2.003	0.03	64.394	1.603	6.073	13.04	1.593	327.967		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Strama	FoxP3	all	8	1049088	7.6							494	0.05%					0.516	5.274	12.881	2.098	2605.476	0	0.837	4.712	0.371	413.409	0	1.494	9.229	1.494	738.103	0	0.029	0.584	0.022	14.125	0	1.005	11.122	1.017	496.393	0	0.003	0.571	0.004	1.647	0	0.555	3.437	0.497	274.371	1.907	11.684	23.37	2.942	5771.679		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Strama	others	all	1722	1049088	1641.4							149705	14.27%					0	4.997	24.025	2.385	748020.613	0	0.674	22.06	0.943	100971.359	0	0.818	32.872	1.765	122425.769	0	0.041	3.103	0.101	6101.462	0	0.029	6.979	0.085	4316.102	0	0.051	13.494	0.196	7561.154	0	0.797	31.319	0.809	119244.189	0	7.494	24.52	1.993	1121859.697		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Strama	Treg	all	216	1049088	205.9							18316	1.75%					0	7.571	24.985	2.403	138676.274	0	4.414	45.368	2.539	80841.62	0	2.956	37.722	3.193	54146.737	0	0.063	2.787	0.089	1145.668	0	0.405	24.559	1.796	7426.988	0	0.251	17.222	0.71	4601.198	0	0.945	18.502	1.13	17305.27	0.666	10.27	26.388	2.426	188104.178		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Strama	All	all	2407	1049088	2294.4							203849	19.43%					0	5.464	24.985	2.472	1113826.401	0	1.914	45.368	3.279	390182.714	0	2.29	52.949	5.05	466858.488	0	0.044	4.35	0.112	9055.863	0	0.072	24.559	0.565	14730.841	0	0.087	23.436	0.377	17747.018	0	0.783	31.319	0.831	159601.159	0	8.344	28.568	2.651	1700869.077		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Tumor	CD20	all	12	1501408	7.99							959	0.06%					0	4.821	12.646	1.662	4623.671	0	1.351	8.467	1.3	1296.027	0	16.713	48.142	8.353	16027.321	0	0.003	0.341	0.003	2.447	0	0.121	2.363	0.108	115.905	0	1.147	21.428	1.121	1099.973	0	4.887	18.086	2.562	4686.995	0	11.62	27.812	3.307	11143.56		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Tumor	CD4	all	46	1501408	30.6							3573	0.24%					0	6.537	21.58	2.493	23355.165	1.004	9.376	29.898	2.82	33502.232	0	0.219	8.791	0.347	781.505	0	0.085	1.1	0.058	304.946	0	0.242	6.546	0.527	863.429	0	0.749	40.028	2.494	2674.524	0	3.981	28.792	2.349	14223.554	0.484	10.039	26.23	2.414	35870.202		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Tumor	CD68	all	13	1501408	8.66							1410	0.09%					0.665	5.884	15.13	1.64	8296.486	0	2.02	15.647	1.56	2848.821	0	0.407	15.518	1.376	573.47	0	0.032	1.464	0.065	44.69	0	0.952	4.193	0.626	1342.528	0	8.335	37.765	5.497	11752.332	0.493	6.011	31.868	2.837	8475.326	2.014	8.675	16.324	1.062	12232.124		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Tumor	CD8	all	5	1501408	3.3							400	0.03%					0.654	6.462	14.46	1.706	2584.65	0	0.827	4.635	1.019	330.967	0	0.451	2.294	0.211	180.472	0	1.132	4.003	0.499	452.704	0	0.242	1.854	0.245	96.882	0	0.087	1.215	0.096	34.972	0.436	2.45	11.024	1.19	979.964	2.671	6.825	15.021	1.006	2730.119		14-30985	0	0	0	0		
E:\20190105 UC 2ed\UC 2ed\14-30985\Scan1\MSI	"14-30985_[12984,55619].im3"	Tumor	FoxP3	all	6	1501408	4							488	0.03%					0	4.785	12.931	2.273	2335.136	0	1.305	6.17	0.861	636.807	0	0.314	6.689	0.272	153.02	0	0.065	1.45	0.054	31.709	0	6.785	26.81	6.797	3310.943	0	0.002	0.366	0.002	0.867	0.326	6.232	27.407	5.46	3041.06	1.633	9.679	21.333	2.434	4723.32		14-30985	0	0	0	0		
